price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
4599,2002,toyota,highlander,good,6,gas,103000,clean,automatic,fwd,mid-size,SUV,custom,wi
4600,1994,nissan,pickup,good,4,gas,120000,clean,manual,rwd,compact,pickup,red,wi
4600,2005,honda,accord 4-door sedan,excellent,4,gas,156000,clean,automatic,fwd,mid-size,sedan,custom,wi
4700,2011,chevrolet,malibu lt,good,4,gas,112027,clean,automatic,fwd,full-size,sedan,silver,wi
4700,2007,toyota,camry se,good,6,gas,160000,clean,automatic,fwd,compact,sedan,grey,wi
4700,2006,chevrolet,impala ss,good,8,gas,140000,clean,automatic,fwd,full-size,sedan,blue,wi
4700,2008,honda,odyssey ex-l,excellent,6,gas,154585,clean,automatic,fwd,full-size,mini-van,blue,wi
4700,2004,kia,armanti,like new,6,gas,88000,clean,automatic,fwd,full-size,sedan,blue,wi
4750,2005,toyota,sienna,good,6,gas,153500,clean,automatic,fwd,full-size,mini-van,grey,wi
4750,2002,honda,crv,excellent,4,gas,147000,clean,automatic,4wd,mid-size,SUV,brown,wi
4775,2011,dodge,caliber sxt,excellent,4,gas,138088,clean,automatic,fwd,sub-compact,hatchback,blue,wi
4800,2010,jeep,liberty,good,6,gas,175000,clean,automatic,4wd,full-size,SUV,white,wi
4800,2012,chevrolet,sonic lt,excellent,4,gas,68000,rebuilt,automatic,fwd,full-size,sedan,red,wi
4895,2007,ford,focus,excellent,4,gas,68452,clean,automatic,fwd,compact,sedan,white,wi
4900,1996,toyota,t100,excellent,4,gas,200000,clean,manual,rwd,mid-size,truck,white,wi
4900,2010,kia,forte koup,good,4,gas,132125,clean,automatic,fwd,mid-size,coupe,silver,wi
4900,2009,toyota,sienna,good,6,gas,187874,clean,automatic,fwd,full-size,van,silver,wi
4900,2009,toyota,sienna,good,6,gas,187874,clean,automatic,fwd,full-size,van,silver,wi
4900,2010,kia,forte koup,good,4,gas,132125,clean,automatic,fwd,mid-size,coupe,silver,wi
4900,2009,toyota,sienna,good,6,gas,187874,clean,automatic,fwd,full-size,van,silver,wi
4900,2010,kia,forte koup,good,4,gas,132125,clean,automatic,fwd,mid-size,coupe,silver,wi
4900,2005,volkswagen,passat tdi,excellent,4,diesel,112000,clean,automatic,fwd,mid-size,sedan,grey,wi
4900,2006,jeep,cherokee,good,8,gas,135000,clean,automatic,4wd,full-size,SUV,grey,wi
4900,2006,toyota,highlander,good,4,gas,175030,clean,automatic,fwd,full-size,SUV,green,wi
4900,2006,toyota,highlander,good,4,gas,175030,clean,automatic,fwd,full-size,SUV,green,wi
4900,2006,toyota,highlander,good,4,gas,175030,clean,automatic,fwd,full-size,SUV,green,wi
4900,2008,jeep,grand cherokee,excellent,6,diesel,262000,clean,automatic,4wd,mid-size,SUV,black,wi
4900,2007,lexus,es350,good,6,gas,196000,clean,automatic,fwd,full-size,sedan,black,wi
4950,2001,lexus,es 300,excellent,6,gas,115000,clean,automatic,fwd,mid-size,sedan,black,wi
4975,2014,ram,cargo van,excellent,6,gas,199743,clean,automatic,fwd,full-size,van,white,wi
4975,2002,ford,f150 lariat 4x4,excellent,8,gas,186087,clean,automatic,4wd,full-size,pickup,red,wi
4975,2005,dodge,grand caravan sxt,excellent,6,gas,65088,clean,automatic,fwd,mid-size,mini-van,blue,wi
4995,2009,chevrolet,aveo lt,good,4,gas,87785,clean,manual,fwd,compact,sedan,yellow,wi
4995,2004,pontiac,sunfire,excellent,4,gas,55675,clean,automatic,fwd,compact,coupe,silver,wi
4995,2004,ford,f-150,excellent,6,gas,187000,clean,automatic,4wd,full-size,pickup,red,wi
4995,2005,pontiac,vibe (toyota matrix),excellent,4,gas,143927,clean,automatic,fwd,compact,hatchback,red,wi
4995,2007,dodge,nitro slt,excellent,6,gas,162500,clean,automatic,4wd,full-size,SUV,red,wi
4995,2011,chevrolet,equinox lt,good,4,gas,187500,clean,automatic,fwd,full-size,wagon,red,wi
4995,2006,ford,expedition eddie bauer,excellent,8,gas,119000,clean,automatic,rwd,full-size,SUV,grey,wi
4995,2007,kia,rondo lx,excellent,6,gas,149086,clean,automatic,fwd,mid-size,SUV,blue,wi
4995,2011,ford,focus,excellent,4,gas,129760,clean,automatic,fwd,compact,sedan,black,wi
4995,2009,kia,rio lx,good,4,gas,93476,clean,manual,fwd,compact,sedan,black,wi
4995,2008,mercury,milan,good,4,gas,129212,clean,automatic,fwd,mid-size,sedan,black,wi
5000,2004,chrysler,sebring,excellent,6,gas,47918,clean,automatic,fwd,mid-size,coupe,white,wi
5000,1990,cadillac,deville,excellent,8,gas,46000,clean,automatic,rwd,full-size,sedan,white,wi
5000,2012,kia,soul,good,4,gas,106000,clean,automatic,fwd,compact,hatchback,white,wi
5000,2005,dodge,dakota quad cab,good,8,gas,7200,clean,automatic,rwd,mid-size,truck,red,wi
5000,2004,chevrolet,monte carlo ss,excellent,6,gas,78000,clean,automatic,fwd,mid-size,coupe,red,wi
5000,2010,pontiac,g6,good,4,hybrid,69000,clean,automatic,fwd,full-size,sedan,red,wi
5000,2004,hyundai,santa fe,like new,6,gas,104000,clean,automatic,4wd,full-size,SUV,black,wi
5000,2012,nissan,altima,excellent,4,gas,131400,clean,automatic,fwd,full-size,sedan,black,wi
5000,2010,subaru,legacy premium,good,6,gas,184000,clean,automatic,4wd,mid-size,sedan,black,wi
5000,2010,toyota,corolla s,excellent,4,gas,109000,clean,manual,fwd,compact,sedan,black,wi
5100,2006,buick,lacrosse cxl 4dr sedan,excellent,6,gas,85900,clean,automatic,fwd,mid-size,sedan,silver,wi
5199,2007,honda,pilot,good,6,gas,210491,clean,automatic,4wd,full-size,SUV,custom,wi
5200,2010,toyota,corolla,good,4,gas,140000,clean,manual,fwd,compact,sedan,grey,wi
5200,2001,bmw,x5,good,6,gas,201000,clean,automatic,4wd,sub-compact,SUV,grey,wi
5200,1991,mercury,grand marquis-mint,like new,8,gas,127000,clean,automatic,rwd,full-size,sedan,custom,wi
5200,2010,ford,escape limited,good,6,other,101225,clean,automatic,fwd,mid-size,SUV,black,wi
5250,2007,ford,freestyle sel,excellent,6,gas,133000,clean,automatic,fwd,full-size,wagon,green,wi
5300,2014,ford,focus,excellent,4,gas,114075,clean,automatic,fwd,sub-compact,sedan,silver,wi
5375,2004,chevrolet,tahoe lt 4x4,excellent,8,gas,267098,clean,automatic,4wd,full-size,SUV,silver,wi
5375,2011,ford,escape xlt fwd,excellent,4,gas,118098,clean,automatic,fwd,mid-size,SUV,blue,wi
5475,2005,honda,element ex,excellent,4,gas,154098,clean,automatic,fwd,mid-size,SUV,silver,wi
5495,2009,honda,civic,excellent,4,gas,151473,clean,automatic,fwd,compact,coupe,silver,wi
5495,2009,pontiac,torrent,excellent,6,gas,154596,clean,automatic,fwd,mid-size,SUV,red,wi
5495,2008,ford,ranger xlt,good,4,gas,130321,clean,automatic,rwd,mid-size,pickup,red,wi
5495,2006,honda,crv,excellent,4,gas,169728,rebuilt,automatic,4wd,mid-size,SUV,grey,wi
5499,2012,chevrolet,impala lt,good,6,gas,117000,clean,automatic,fwd,mid-size,sedan,grey,wi
5500,2006,lincoln,town car,excellent,8,gas,129033,clean,automatic,rwd,full-size,sedan,white,wi
5500,2006,lincoln,town car,excellent,8,gas,129033,clean,automatic,rwd,full-size,sedan,white,wi
5500,2006,lincoln,town car,excellent,8,gas,129033,clean,automatic,rwd,full-size,sedan,white,wi
5500,2001,gmc,sierra 2500hd,good,8,gas,169000,clean,automatic,4wd,full-size,truck,white,wi
5500,2006,lincoln,town car,excellent,8,gas,129032,clean,automatic,rwd,full-size,sedan,white,wi
5500,2009,volkswagen,passat,fair,4,gas,125000,clean,automatic,fwd,full-size,sedan,white,wi
5500,2014,volkswagen,jetta se,excellent,4,gas,114000,clean,automatic,fwd,compact,sedan,silver,wi
5500,2010,honda,fit,excellent,4,gas,147100,clean,automatic,fwd,full-size,sedan,silver,wi
5500,2003,infiniti,g35,like new,6,gas,147000,clean,automatic,4wd,mid-size,sedan,silver,wi
5500,2013,hyundai,elantra limited,good,4,gas,179401,clean,automatic,fwd,mid-size,sedan,silver,wi
5500,2013,hyundai,elantra limited,good,4,gas,179401,clean,automatic,fwd,mid-size,sedan,silver,wi
5500,2002,bmw,x5,like new,6,gas,115000,clean,automatic,4wd,full-size,SUV,green,wi
5500,2008,ford,f-150,fair,8,gas,96000,clean,automatic,4wd,full-size,truck,blue,wi
5500,2009,honda,odyssey ex,excellent,6,gas,168000,clean,automatic,fwd,full-size,mini-van,blue,wi
5500,2012,nissan,rogue sv,like new,4,gas,135000,clean,automatic,4wd,mid-size,SUV,black,wi
5500,2009,nissan,pathfinder se 4x4,excellent,6,gas,220080,clean,automatic,4wd,full-size,SUV,black,wi
5574,2009,toyota,prius,good,4,hybrid,160033,clean,automatic,fwd,mid-size,hatchback,grey,wi
5750,2009,volkswagen,passat,excellent,4,gas,113000,clean,automatic,fwd,mid-size,coupe,black,wi
5800,2010,pontiac,vibe,good,4,gas,103000,clean,automatic,fwd,compact,sedan,blue,wi
5800,2008,lexus,rx400h,good,6,hybrid,212000,clean,automatic,4wd,mid-size,SUV,black,wi
5800,2007,acura,tl,good,6,gas,193100,clean,automatic,fwd,mid-size,sedan,black,wi
5900,2010,buick,lucerne cxl,excellent,6,gas,147357,clean,automatic,fwd,full-size,sedan,red,wi
5900,2011,honda,cr-v,good,4,gas,184376,clean,automatic,fwd,full-size,SUV,blue,wi
5900,2011,honda,cr-v,good,4,gas,184376,clean,automatic,fwd,full-size,SUV,blue,wi
5900,2011,honda,cr-v,good,4,gas,184376,clean,automatic,fwd,full-size,SUV,blue,wi
5900,2007,toyota,yaris,excellent,4,gas,134104,rebuilt,automatic,fwd,compact,coupe,blue,wi
5900,2003,mercedes-benz,benz e320,excellent,6,gas,79000,clean,automatic,rwd,mid-size,sedan,black,wi
5900,2006,toyota,highlander hybrid,good,6,gas,152562,clean,automatic,fwd,full-size,SUV,black,wi
5900,2007,gmc,yukon denali,good,8,gas,205000,clean,automatic,4wd,full-size,SUV,black,wi
5900,2006,toyota,highlander hybrid,good,6,gas,152562,clean,automatic,fwd,full-size,SUV,black,wi
5900,2006,toyota,highlander hybrid,good,6,gas,152562,clean,automatic,fwd,full-size,SUV,black,wi
5950,2006,ford,escape 4x4 snow plow,excellent,6,gas,157877,clean,automatic,4wd,mid-size,SUV,white,wi
5995,2010,chevrolet,impala,good,6,gas,183395,clean,automatic,fwd,full-size,sedan,white,wi
5995,2012,kia,soul,like new,4,gas,138515,clean,manual,fwd,compact,wagon,silver,wi
5995,2014,subaru,25ix,good,4,gas,265000,clean,automatic,4wd,mid-size,SUV,silver,wi
5995,2013,chevrolet,sonic lt 2lt,good,4,gas,94834,clean,automatic,fwd,mid-size,hatchback,silver,wi
5995,2011,subaru,impreza sedan,excellent,4,gas,135139,clean,automatic,4wd,compact,sedan,red,wi
5995,2012,kia,soul +,excellent,4,gas,110837,clean,automatic,fwd,compact,SUV,grey,wi
5995,2007,ford,taurus se,good,6,gas,103427,clean,automatic,fwd,mid-size,sedan,brown,wi
5995,2009,mitsubishi,galant,good,4,gas,63359,clean,automatic,fwd,full-size,sedan,black,wi
5999,2010,honda,civic,excellent,4,gas,129438,clean,automatic,fwd,mid-size,sedan,silver,wi
6000,2013,nissan,sentra sv,excellent,4,gas,85000,clean,automatic,fwd,mid-size,sedan,white,wi
6000,2005,ford,mustang,good,6,gas,172288,clean,automatic,rwd,mid-size,coupe,silver,wi
6000,2012,chevrolet,cruze eco,excellent,4,gas,107000,clean,manual,fwd,compact,sedan,silver,wi
6000,2011,chevrolet,hhr lt,excellent,4,gas,46354,clean,automatic,fwd,mid-size,hatchback,silver,wi
6000,2005,cadillac,escalade,good,8,gas,179736,clean,automatic,4wd,full-size,SUV,red,wi
6000,2010,pontiac,g6 2010,excellent,5,other,133000,clean,automatic,fwd,mid-size,sedan,red,wi
6000,2005,cadillac,escalade,good,8,gas,179736,clean,automatic,4wd,full-size,SUV,red,wi
6000,2007,volkswagen,gti,good,4,gas,54623,clean,manual,fwd,compact,hatchback,red,wi
6000,2014,chrysler,300,like new,6,gas,194300,lien,automatic,rwd,full-size,sedan,grey,wi
6000,2013,bmw,328i xdrive,fair,6,gas,90000,salvage,automatic,4wd,mid-size,sedan,grey,wi
6000,2007,toyota,rav4,good,4,gas,144000,clean,automatic,4wd,compact,SUV,green,wi
6000,2008,mazda,cx-7 sport,good,4,gas,45000,clean,automatic,4wd,mid-size,SUV,custom,wi
6000,2007,dodge,dakota,good,8,gas,144000,clean,automatic,4wd,full-size,pickup,black,wi
6000,2009,cadillac,cts,excellent,6,gas,196150,clean,automatic,4wd,mid-size,sedan,black,wi
6000,2009,cadillac,cts,excellent,6,gas,196150,clean,automatic,4wd,mid-size,sedan,black,wi
6000,2001,ford,350,good,10,gas,127800,clean,automatic,rwd,full-size,pickup,black,wi
6100,2007,infiniti,fx35 awd,good,6,gas,201000,clean,automatic,4wd,mid-size,SUV,black,wi
6200,2006,ford,f350 super duty,good,8,gas,87000,clean,automatic,rwd,full-size,truck,white,wi
6200,2006,ford,f350 super duty,good,8,gas,87000,clean,automatic,rwd,full-size,truck,white,wi
6200,2006,mercedes-benz,benz,good,8,gas,190000,clean,automatic,fwd,full-size,sedan,custom,wi
6250,2011,chevrolet,cruze lt,excellent,4,gas,64900,clean,automatic,fwd,compact,sedan,red,wi
6250,2011,hyundai,sonata hybrid,good,4,hybrid,147000,clean,automatic,fwd,full-size,sedan,blue,wi
6270,2005,chevrolet,silverado 1500,good,8,gas,188000,clean,automatic,4wd,full-size,truck,white,wi
6295,2015,ford,transit connect cargo van,excellent,4,gas,261000,clean,automatic,fwd,mid-size,van,white,wi
6295,2015,ford,transit connect cargo van,excellent,4,gas,261000,clean,automatic,fwd,mid-size,van,white,wi
6295,2015,ford,transit connect xlt cargo,excellent,4,gas,261533,clean,automatic,fwd,mid-size,mini-van,white,wi
6300,2004,ford,f150,excellent,8,gas,136000,clean,automatic,rwd,full-size,truck,brown,wi
6400,2011,hyundai,sonata limited 2.0t,excellent,4,gas,147570,clean,automatic,fwd,full-size,sedan,silver,wi
6452,2013,hyundai,accent gls,good,4,gas,77718,clean,automatic,fwd,mid-size,sedan,silver,wi
6488,2011,ford,taurus sel,excellent,6,gas,175000,clean,automatic,fwd,full-size,sedan,black,wi
6495,2007,ford,escape xlt,like new,6,gas,92137,clean,automatic,4wd,full-size,SUV,white,wi
6495,2008,honda,cr-v ex-l,excellent,4,gas,188292,clean,automatic,4wd,compact,SUV,red,wi
6495,2006,toyota,avalon,excellent,6,gas,151168,clean,automatic,fwd,mid-size,sedan,brown,wi
6495,2004,chevrolet,monte carlo ss,like new,6,gas,109025,clean,automatic,fwd,full-size,sedan,black,wi
6495,2004,chevrolet,monte carlo ss,like new,6,gas,109025,clean,automatic,fwd,full-size,sedan,black,wi
6500,2010,ford,ranger,good,6,gas,93000,clean,automatic,4wd,mid-size,pickup,white,wi
6500,2017,mitsubishi,mirage,fair,4,gas,58150,clean,automatic,fwd,full-size,hatchback,silver,wi
6500,2007,ram,1500,good,8,gas,148000,clean,automatic,4wd,mid-size,pickup,silver,wi
6500,2006,lincoln,town car,excellent,8,gas,75,clean,automatic,rwd,full-size,sedan,red,wi
6500,2015,jeep,compass,good,4,gas,65000,rebuilt,automatic,4wd,compact,SUV,red,wi
6500,2008,nissan,frontier le,good,6,gas,165500,clean,automatic,4wd,mid-size,truck,grey,wi
6500,2014,subaru,outback,good,4,gas,279000,clean,automatic,4wd,mid-size,wagon,grey,wi
6500,2017,ford,focus se,good,4,gas,177000,clean,automatic,fwd,compact,hatchback,grey,wi
6500,2011,chrysler,200,excellent,6,other,130000,clean,automatic,fwd,full-size,sedan,black,wi
6600,2004,jeep,liberty 4x4,good,6,gas,122000,clean,automatic,4wd,mid-size,SUV,silver,wi
6640,2004,honda,pilot,good,6,gas,114180,clean,automatic,4wd,mid-size,SUV,red,wi
6640,2004,honda,pilot,good,6,gas,114180,clean,automatic,4wd,mid-size,SUV,red,wi
6750,2008,toyota,matrix cc,excellent,4,gas,97000,clean,automatic,fwd,compact,hatchback,blue,wi
6900,2011,toyota,rav4,excellent,4,gas,131770,clean,automatic,4wd,full-size,SUV,red,wi
6950,2014,chevrolet,spark ls,excellent,4,gas,63624,clean,automatic,fwd,compact,hatchback,purple,wi
6950,2014,chevrolet,spark ls,excellent,4,gas,63624,clean,automatic,fwd,compact,hatchback,purple,wi
6950,2011,ford,edge sel,excellent,6,gas,173104,clean,automatic,4wd,mid-size,SUV,custom,wi
6975,2013,ford,c-max energi,excellent,4,hybrid,120150,clean,automatic,fwd,compact,hatchback,silver,wi
6975,2011,ford,transit connect,excellent,4,gas,133114,clean,automatic,fwd,full-size,van,blue,wi
6975,2011,ford,transit connect,excellent,4,gas,133114,clean,automatic,fwd,full-size,van,blue,wi
6990,2015,ford,fusion s,like new,4,gas,159980,clean,automatic,fwd,mid-size,sedan,white,wi
6990,2006,toyota,sienna le,excellent,6,gas,131435,clean,automatic,fwd,mid-size,mini-van,silver,wi
6994,2011,honda,civic lx sedan,excellent,4,gas,137592,clean,automatic,fwd,full-size,sedan,black,wi
6995,2008,pontiac,g6 convertible,good,6,gas,152161,clean,automatic,fwd,mid-size,convertible,white,wi
6995,2012,ford,taurus,good,6,gas,165543,clean,automatic,fwd,full-size,sedan,silver,wi
6995,2012,ford,focus,excellent,4,gas,87420,clean,automatic,fwd,mid-size,sedan,red,wi
6995,2006,honda,civic,excellent,4,gas,68920,clean,automatic,fwd,compact,sedan,custom,wi
6995,2007,buick,lucerne,excellent,6,gas,65000,clean,automatic,fwd,full-size,sedan,blue,wi
6995,2012,jeep,patriot,good,4,gas,131145,clean,automatic,4wd,mid-size,SUV,blue,wi
6995,2014,chevrolet,impala,good,6,gas,90578,clean,automatic,fwd,full-size,sedan,black,wi
6995,2010,toyota,camry hybrid,good,4,hybrid,154577,clean,automatic,fwd,mid-size,sedan,black,wi
6998,2014,chevrolet,spark,excellent,4,gas,62202,clean,manual,fwd,sub-compact,hatchback,silver,wi
6998,2014,chevrolet,spark,excellent,4,gas,62202,clean,manual,fwd,sub-compact,hatchback,silver,wi
6998,2012,chevrolet,cruze lt,excellent,4,gas,96000,clean,automatic,fwd,mid-size,sedan,black,wi
6999,2008,chevrolet,trailblazer ls,like new,6,gas,116000,clean,automatic,4wd,mid-size,SUV,silver,wi
7000,2016,kia,soul,good,4,gas,108200,clean,manual,fwd,compact,wagon,white,wi
7000,2002,toyota,tacoma,good,4,gas,166000,clean,automatic,4wd,mid-size,truck,silver,wi
7000,2014,toyota,camry le,good,4,gas,133000,salvage,automatic,fwd,full-size,sedan,silver,wi
7000,2012,kia,sorento,excellent,6,gas,134400,clean,automatic,4wd,full-size,SUV,grey,wi
7000,2015,dodge,grand caravan sxt,excellent,6,gas,117416,clean,automatic,fwd,full-size,mini-van,grey,wi
7000,2010,honda,civic ex sedan,excellent,4,gas,90000,clean,manual,fwd,mid-size,sedan,grey,wi
7000,2014,volkswagen,jetta,excellent,4,gas,96000,lien,automatic,fwd,mid-size,wagon,blue,wi
7000,1993,buick,roadmaster 4 door,excellent,8,gas,67516,clean,automatic,rwd,full-size,sedan,black,wi
7000,2007,gmc,1500 yukon denali xl,good,8,gas,260644,clean,automatic,4wd,full-size,SUV,black,wi
7200,2014,volkswagen,jetta,excellent,4,gas,99869,clean,automatic,fwd,mid-size,sedan,silver,wi
7200,2013,kia,soul exclaim,excellent,4,gas,100500,clean,automatic,fwd,mid-size,hatchback,green,wi
7200,2008,audi,a6 3.2 ltr. quattro s-line,excellent,6,gas,114000,clean,automatic,rwd,full-size,coupe,brown,wi
7295,2009,ford,edge,good,6,gas,152346,clean,automatic,4wd,mid-size,SUV,silver,wi
7300,2009,cadillac,dts,excellent,8,gas,99200,clean,automatic,fwd,full-size,sedan,red,wi
7300,2011,ford,escape,excellent,4,gas,98000,clean,automatic,fwd,mid-size,SUV,black,wi
7350,2011,ford,edge sel,excellent,6,gas,173104,clean,automatic,4wd,mid-size,SUV,custom,wi
7462,2011,toyota,prius,good,4,hybrid,94438,clean,automatic,fwd,mid-size,hatchback,red,wi
7475,2008,buick,enclave cxl_fwd,excellent,6,gas,143321,clean,automatic,fwd,full-size,sedan,red,wi
7495,2009,honda,odyssey,excellent,6,gas,126990,clean,automatic,fwd,full-size,mini-van,white,wi
7495,2009,subaru,forester 2.5 x awd,excellent,4,gas,159204,clean,automatic,4wd,compact,SUV,black,wi
7499,2006,ford,f-150,good,8,gas,94496,clean,automatic,rwd,full-size,truck,red,wi
7499,2006,ford,f-150,good,8,gas,94496,clean,automatic,rwd,full-size,truck,red,wi
7499,2002,chevrolet,avalanche z71,good,8,gas,151000,clean,automatic,4wd,full-size,offroad,black,wi
7500,2013,chevrolet,express 2500,good,8,gas,141000,clean,automatic,rwd,full-size,van,white,wi
7500,2013,ford,f150,good,8,gas,192075,clean,automatic,4wd,full-size,pickup,white,wi
7500,2006,ford,f350,good,8,gas,203000,clean,automatic,4wd,full-size,pickup,red,wi
7500,2001,ford,f-350,good,10,gas,124500,clean,automatic,4wd,full-size,truck,red,wi
7500,2014,ford,focus se,excellent,4,gas,76000,clean,automatic,fwd,mid-size,sedan,red,wi
7500,2008,chevrolet,silverado,good,8,gas,164000,clean,automatic,4wd,full-size,pickup,grey,wi
7500,2003,toyota,4runner sr5 4x4,like new,6,gas,270000,clean,automatic,4wd,full-size,SUV,grey,wi
7500,2002,chevrolet,1500 suburban,excellent,8,gas,65000,clean,automatic,4wd,full-size,SUV,brown,wi
7500,2013,chevrolet,cruze ls,good,4,gas,68562,clean,automatic,fwd,mid-size,sedan,blue,wi
7590,2010,toyota,corolla le,excellent,4,gas,135706,clean,automatic,fwd,compact,sedan,black,wi
7595,2006,toyota,highlander,good,6,gas,152000,clean,automatic,4wd,mid-size,SUV,black,wi
7595,2006,toyota,highlander,good,6,gas,152000,clean,automatic,4wd,mid-size,SUV,black,wi
7768,2014,chevrolet,cruze ltz,good,4,gas,100407,clean,automatic,fwd,mid-size,sedan,white,wi
7800,2011,ford,f-150,good,8,gas,112000,clean,automatic,4wd,full-size,truck,silver,wi
7800,2012,ford,fusion se,excellent,4,gas,104500,clean,automatic,fwd,mid-size,sedan,red,wi
7800,2000,chevrolet,silverado 1500,good,8,gas,100000,clean,automatic,4wd,full-size,pickup,blue,wi
7800,2012,hyundai,sonata limited 2.0t,excellent,4,gas,133050,clean,automatic,fwd,full-size,sedan,black,wi
7800,2012,subaru,legacy,excellent,4,gas,83000,clean,automatic,4wd,mid-size,sedan,black,wi
7895,2013,mitsubishi,outlander sport,excellent,4,gas,61000,rebuilt,automatic,4wd,mid-size,SUV,white,wi
7895,2012,ford,fusion se,good,4,gas,109692,clean,automatic,fwd,mid-size,sedan,red,wi
7900,2010,chevrolet,malibu lt,good,4,gas,72800,clean,automatic,fwd,mid-size,sedan,red,wi
7900,2007,toyota,camry,excellent,6,gas,46281,rebuilt,automatic,fwd,full-size,sedan,red,wi
7900,2010,nissan,xterra,good,6,gas,192500,clean,automatic,4wd,mid-size,SUV,grey,wi
7900,2007,mercedes-benz,benz e350,excellent,6,gas,85000,clean,automatic,rwd,full-size,sedan,black,wi
7900,2008,cadillac,escalade,good,8,gas,20800,clean,automatic,4wd,full-size,SUV,black,wi
7900,2010,ford,ranger xlt,excellent,4,gas,115000,clean,manual,rwd,compact,pickup,black,wi
7900,2011,hyundai,sonata,good,4,gas,133680,clean,automatic,fwd,mid-size,sedan,black,wi
7915,2008,mazda,cx-9 grand touring,excellent,6,gas,131989,clean,automatic,4wd,full-size,SUV,black,wi
7941,2015,nissan,sentra sv,good,4,gas,88224,clean,automatic,fwd,mid-size,sedan,grey,wi
7950,2013,chevrolet,equinox lt,good,4,gas,102900,clean,automatic,fwd,mid-size,SUV,brown,wi
7950,2010,ford,f-150,excellent,8,gas,226000,clean,automatic,4wd,full-size,pickup,blue,wi
7975,2008,gmc,arcadia,like new,6,gas,127098,clean,automatic,4wd,mid-size,SUV,white,wi
7975,2013,hyundai,tucson,excellent,4,gas,104206,clean,automatic,fwd,full-size,SUV,black,wi
7990,2015,chrysler,200,excellent,4,gas,91736,clean,automatic,fwd,mid-size,sedan,red,wi
7990,2011,nissan,rogue,excellent,4,gas,116648,clean,automatic,4wd,mid-size,SUV,grey,wi
7990,2011,nissan,rogue,excellent,4,gas,116648,clean,automatic,4wd,mid-size,SUV,grey,wi
7995,2008,honda,accord exl,excellent,4,gas,97105,clean,automatic,fwd,mid-size,coupe,white,wi
7995,2012,nissan,sentra,excellent,4,gas,62075,clean,automatic,fwd,compact,sedan,white,wi
7995,2011,chevrolet,traverse,good,6,gas,178054,clean,automatic,4wd,full-size,SUV,white,wi
7995,2008,chevrolet,silverado 1500,good,8,gas,143146,clean,automatic,4wd,full-size,truck,white,wi
7995,2009,honda,odyssey,excellent,6,gas,101769,clean,automatic,fwd,full-size,mini-van,silver,wi
7995,2007,subaru,outback,excellent,4,gas,123000,clean,automatic,4wd,mid-size,wagon,silver,wi
7995,2007,subaru,outback,excellent,4,gas,123000,clean,automatic,4wd,mid-size,wagon,silver,wi
7995,2013,ford,edge limited,good,6,gas,135978,clean,automatic,4wd,mid-size,SUV,silver,wi
7995,2013,ford,edge limited,good,6,gas,135978,clean,automatic,4wd,mid-size,SUV,silver,wi
7995,2012,toyota,camry xle,good,4,gas,149988,clean,automatic,fwd,mid-size,sedan,silver,wi
7995,2013,ford,focus,excellent,4,gas,98491,clean,automatic,fwd,compact,sedan,red,wi
7995,2011,nissan,rogue sv,excellent,4,gas,145524,clean,automatic,4wd,compact,SUV,red,wi
7995,2009,toyota,corolla s,excellent,4,gas,140674,clean,manual,fwd,compact,sedan,grey,wi
7995,2005,honda,accord,excellent,6,gas,55315,clean,automatic,fwd,mid-size,sedan,blue,wi
7995,2008,chevrolet,silverado,good,8,gas,210346,clean,automatic,4wd,full-size,truck,blue,wi
7995,2016,ford,fiesta,excellent,4,gas,66326,clean,automatic,fwd,sub-compact,sedan,black,wi
7995,2011,ford,fusion,excellent,4,hybrid,103915,clean,automatic,fwd,full-size,sedan,black,wi
7995,2016,kia,forte,good,4,gas,19000,clean,manual,fwd,compact,sedan,black,wi
7995,2012,nissan,altima,excellent,4,gas,94881,clean,automatic,fwd,full-size,sedan,black,wi
7997,2012,gmc,acadia,good,6,gas,91246,clean,automatic,fwd,mid-size,SUV,grey,wi
8000,2014,dodge,grand caravan,good,6,gas,99228,clean,automatic,fwd,full-size,mini-van,white,wi
8000,2009,buick,enclave,excellent,6,gas,160000,clean,automatic,4wd,full-size,SUV,white,wi
8000,2014,honda,cr-v ex 4wd,good,4,gas,187371,clean,automatic,4wd,mid-size,SUV,brown,wi
8000,2014,honda,cr-v ex 4wd,good,4,gas,187371,clean,automatic,4wd,mid-size,SUV,brown,wi
8000,2015,volkswagen,golf launch edition,excellent,4,gas,26330,clean,manual,fwd,compact,hatchback,black,wi
8000,2011,jeep,grand cherokee overland,good,6,gas,167000,clean,automatic,4wd,full-size,SUV,black,wi
8000,2001,chevrolet,monte carlo ss,excellent,6,gas,54000,clean,automatic,fwd,full-size,coupe,black,wi
8100,2010,chevrolet,impala,excellent,6,gas,94860,clean,automatic,fwd,full-size,sedan,black,wi
8140,2007,ford,econoline cargo van,good,8,gas,146380,clean,automatic,rwd,full-size,van,white,wi
8140,2007,ford,econoline cargo van,good,8,gas,146380,clean,automatic,rwd,full-size,van,white,wi
8140,2007,ford,econoline cargo van,good,8,gas,146380,clean,automatic,rwd,full-size,van,white,wi
8192,2012,chrysler,town & country touring,good,6,gas,130289,clean,automatic,fwd,full-size,mini-van,black,wi
